,text_token
184,"['bryanham11591882', 'hi', 'ryan', 'sorry', 'reply', 'to', 'close', 'account', 'wed', 'speak', 'you', 'canxe2x80xa6', 'httpstcogbprhtdr5g']"
185,"['bengineertaudio', 'tom', 'advisor', 'work', 'quickly', 'answer', 'customer', 'query', 'youxe2x80xa6', 'httpstco6ko84a9cgh']"
186,"['bp_mack10', 'paul', 'team', 'work', 'hard', 'get', 'message', 'due', 'few', 'staff', 'high', 'volume', 'ixe2x80xa6', 'httpstco0zg2ofpf4n']"
187,"['bfitzgsp', 'sam', 'really', 'wait', 'did', 'manage', 'speak', 'anyone', 'tell', 'litxe2x80xa6', 'httpstcozlhj0srmro']"
188,"['bscammers', 'sell', 'personal', 'protective', 'equipment', 'like', 'mask', 'treatment', 'coronavirus', 'never', 'arrive', 'orxe2x80xa6', 'httpstco7k67gsdagn']"
189,"['brelie_artist', 'hi', 'richim', 'really', 'did', 'manage', 'speak', 'anyone', 'tell', 'axe2x80xa6', 'httpstcoffdumlllwv']"
190,"['bglh1701', 'ill', 'look', 'g', 'nikki']"
191,"['babcmsaj', 'alex', 'want', 'info', 'take', 'look', 'nikki', 'httpstcompqb4etryv']"
192,"['bgemsactiderm', 'gemma', 'sorry', 'get', 'back', 'hope', 'youre', 'keep', 'well', 'we', 'couldnt', 'unlxe2x80xa6', 'httpstcolap21xsgfw']"
193,"['bpetsie7', 'hi', 'peter', 'youd', 'like', 'message', 'team', 'it', 'may', 'specialisedxe2x80xa6', 'httpstcomensjqx56z']"
194,"['bsaunders5280', 'you', 'find', 'billing', 'day', 'work', 'link', 'john', 'httpstco52teyx7qlq', 'andxe2x80xa6', 'httpstcodnxcln2lo0']"
195,"['bcj_marston', 'connor', 'already', 'register', 'apply', 'have', 'use', 'activation', 'link', 'nikki']"
196,"['bmarcfasting', 'of', 'course', 'and', 'theres', 'absolutely', 'apologise', 'our', 'team', 'try', 'anxe2x80xa6', 'httpstcopuwdvxf9od']"
197,"['bmarcfasting', 'were', 'reply', 'live', 'twitter', 'view', 'thread', 'like', 'afraid', 'hence', 'itxe2x80xa6', 'httpstcoeje8rjcpuv']"
198,"['bnazir_a_naji', 'we', 'speak', 'well', 'send', 'fund', 'back', 'security', 'reason', 'you', 'get', 'inxe2x80xa6', 'httpstcoimqyaimzxr']"
199,"['bcraighayes6', 'craig', 'nnill', 'take', 'you', 'certainly', 'find', 'right', 'also', 'raise', 'axe2x80xa6', 'httpstcoxmsimfk9y9']"
200,"['bmarcfasting', 'marc', 'tweet', 'wasnt', 'ignore', 'the', 'team', 'lot', 'work', 'right', 'take', 'somexe2x80xa6', 'httpstco7gwj7ixqcl']"
201,"['bssbib85', 'something', 'weve', 'set', 'due', 'current', 'situation', 'were', 'deal', 'much', 'high', 'call', 'voxe2x80xa6', 'httpstcobct3egxrlp']"
202,"['bnazir_a_naji', 'ive', 'reply', 'message', 'nazir', 'cass']"
203,"['bnazir_a_naji', 'you', 'request', 'transfer', 'credit', 'balance', 'back', 'bank', 'account', 'online', 'save', 'youxe2x80xa6', 'httpstcovp6qaybpqe']"
204,"['bkevsilverfox', 'kevin', 'doesnt', 'look', 'like', 'thats', 'pick', 'bear', 'ill', 'pop', 'reply', 'nikki']"
205,"['bmattatk81372204', 'it', 'would', 'matt', 'nikki']"
206,"['bd_griffiths96', 'were', 'deal', 'many', 'dispute', 'moment', 'take', 'little', 'bit', 'longer', 'usual', 'txe2x80xa6', 'httpstcoufmqr2sasz']"
207,"['bd_griffiths96', 'were', 'deal', 'many', 'dispute', 'moment', 'take', 'little', 'bit', 'longer', 'usual', 'txe2x80xa6', 'httpstcoqhdsxkqa9n']"
208,"['brt', 'barclaysuk', 'wexe2x80x99ve', 'kickstarted', 'donation', 'xc2xa31', 'million', 'wexe2x80x99ll', 'match', 'donation', 'pennyforpenny', 'poundforpound', 'oxe2x80xa6']"
209,"['bstulcfc', 'help', 'get', 'new', 'card', 'order', 'send', 'name', 'postcode', 'phone', 'number', 'cass']"
210,"['bmissusgt', 'ashleigh', 'sorry', 'get', 'back', 'hope', 'youre', 'keep', 'well', 'appreciate', 'thexe2x80xa6', 'httpstco8rcnpkztcz']"
211,"['bmattatk81372204', 'hey', 'matt', 'take', 'five', 'work', 'day', 'process', 'credit', 'balance', 'refund', 'cass']"
212,"['bbikerbabe108sc1', 'there', 'form', 'complete', 'request', 'credit', 'balance', 'refund', 'httpstco60fqqbnolj', 'cass']"
213,"['bamcshane123', 'ashley', 'application', 'complete', 'online', 'would', 'receive', 'due', 'numxe2x80xa6', 'httpstcowovrukdd0u']"
214,"['bpropel2steve', 'understand', 'were', '247', 'get', 'back', 'soon', 'lisa']"
215,"['b_aam1r', 'our', 'telephone', 'team', 'really', 'busy', 'moment', 'theyre', 'work', 'extremelyxe2x80xa6', 'httpstconsnzou3wxb']"
216,"['bmichael98859819', 'michael', 'our', 'telephone', 'team', 'really', 'busy', 'moment', 'theyre', 'workinxe2x80xa6', 'httpstcoanitmdgeje']"
217,"['bmspill01', 'marie', 'able', 'log', 'account', 'online', 'send', 'secure', 'message', 'well', 'getxe2x80xa6', 'httpstcogn0bzcz07w']"
218,"['blt_bowen', 'sorry', 'couldnt', 'help', 'lee', 'give', 'shout', 'could', 'help', 'anything', 'else', 'though', 'xf0x9fx98x8a', 'rach']"
219,"['bbhavna68681162', 'with', 'global', 'restriction', 'place', 'teams', 'arent', 'available', 'others', 'functionxe2x80xa6', 'httpstcoi8gmuljr2e']"
220,"['bfiona2608', 'fiona', 'wait', 'ask', 'reason', 'youre', 'try', 'get', 'touch', 'please', 'ill', 'see', 'wexe2x80xa6', 'httpstcoj0zuzekivg']"
221,"['bsophiakhan11k', 'sophie', 'hold', 'long', 'wish', 'raise', 'complaint', 'canxe2x80xa6', 'httpstcotdxfdqfh6n']"
222,"['btallybookbinder', 'long', 'wait', 'its', 'great', 'hear', 'get', 'one', 'amaze', 'memxe2x80xa6', 'httpstcobov332mjth']"
223,"['bannettehenders2', 'let', 'know', 'ross']"
224,"['bstormtrooper73', 'hey', 'gordon', 'global', 'situation', 'busier', 'usual', 'take', 'staff', 'health', 'cxe2x80xa6', 'httpstcohpqd2npzuy']"
225,"['blobsta28', 'fantastic', 'news', 'thanks', 'let', 'know', 'give', 'shout', 'anything', 'else', 'lisa']"
226,"['bmikeyreynolds01', 'which', 'form', 'online', 'advise', 'compete', 'also', 'able', 'fill', 'submit', 'okay', 'rach']"
227,"['brugby_bears', 'hear', 'hope', 'manage', 'speak', 'someone', 'please', 'let', 'knowxe2x80xa6', 'httpstcoc6ijmisz2y']"
228,"['bbingman1', 'richard', 'our', 'telephone', 'team', 'really', 'busy', 'moment', 'theyre', 'work', 'hardxe2x80xa6', 'httpstcolcvrjyufwm']"
229,"['bemilyoflanagan', 'emily', 'work', 'lot', 'application', 'moment', 'touch', 'soon', 'lisa']"
230,"['bbiggsricola', 'sorry', 'hear', 'is', 'debit', 'credit', 'card', 'also', 'check', 'account', 'uk', 'lisa']"
231,"['bmarkrowney', 'mark', 'global', 'restriction', 'place', 'teams', 'arent', 'available', 'others', 'funcxe2x80xa6', 'httpstcos60vtwaa8m']"
232,"['bone_ed_young', 'wait', 'get', 'speak', 'team', 'ask', 'youre', 'able', 'toxe2x80xa6', 'httpstcogawteldpfz']"
233,"['bitshoda', 'wait', 'manage', 'speak', 'team', 'let', 'know', 'rexe2x80xa6', 'httpstcopg3dijy7wt']"
234,"['bmospafc', 'hey', 'matt', 'wait', 'receive', 'lot', 'call', 'message', 'moment', 'can', 'ask', 'txe2x80xa6', 'httpstco5fto1gdkrs']"
235,"['bdavid_scarlett', 'hey', 'david', 'wait', 'get', 'lot', 'customer', 'urgently', 'need', 'help', 'moment', 'andxe2x80xa6', 'httpstcoiqmhqfnrnz']"
236,"['bdarrel76', 'hello', 'darrel', 'late', 'reply', 'wait', 'time', 'experienced', 'please', 'come', 'thexe2x80xa6', 'httpstcocfafnhzto0']"
237,"['bladymar27418394', 'theres', 'different', 'way', 'make', 'payment', 'view', 'txe2x80xa6', 'httpstcobiixvidv1i']"
238,"['breema_ahmed_12', 'ive', 'reply', 'youve', 'sent', 'help', 'steven', 'b']"
239,"['bshellywilde', 'fugeoffugehall', 'ah', 'right', 'pending', 'payment', 'still', 'leave', 'card', 'cancel', 'well', 'includxe2x80xa6', 'httpstcow8tbcbaxmr']"
240,"['bpropel2steve', 'steve', 'its', 'great', 'see', 'havent', 'able', 'speak', 'someone', 'yxe2x80xa6', 'httpstcoxpgoyyssyu']"
241,"['bmiss_masaya', 'reply', 'wait', 'speak', 'phone', 'did', 'maxe2x80xa6', 'httpstcowoyowdwps5']"
242,"['bmikiuk', 'ah', 'ok', 'refund', 'send', 'cancel', 'card', 'would', 'usually', 'bounce', 'back', 'have', 'speak', 'compxe2x80xa6', 'httpstcohtnst0ogqu']"
243,"['bcfeefc0', 'confirm', 'send', 'secure', 'message', 'online', 'account', 'itll', 'save', 'wait', 'onxe2x80xa6', 'httpstcokrex6fvdt2']"
244,"['bpiekin1981', 'simone', 'certainly', 'look', 'help', 'can', 'ask', 'youre', 'able', 'log', 'account', 'online', 'youxe2x80xa6', 'httpstcoz2zy4zzqez']"
245,"['barianaspawn', 'arians', 'ive', 'respond', 'kev']"
246,"['bjess_fulford', 'xe2x80xa2have', 'letter', 'repeat', '2', 'time', 'row', 'eg', 'shooopnxe2x80xa2have', '2', 'letter', 'tuxe2x80xa6', 'httpstco3pkkiziihs']"
247,"['bi_w____', 'hello', 'team', 'work', 'fast', 'get', 'do', 'with', 'sunday', 'plexe2x80xa6', 'httpstcohhrr8wps0d']"
248,"['bjess_fulford', 'tips', 'set', 'memorable', 'wordnyour', 'memorable', 'word', 'mustnxe2x80xa2contain', '68', 'lettersnxe2x80xa2contain', 'letter', 'azn34']"
249,"['bjess_fulford', 'tips', 'set', 'passcodennyour', 'passcode', 'must', 'benxe2x80xa26', 'number', 'longnxe2x80xa2contain', 'number', 'onlynxe2x80xa2have', 'nxe2x80xa6', 'httpstcoimtibci9wa']"
250,"['bjess_fulford', 'clear', 'cache', 'cooky', 'retry', 'pay', 'close', 'attention', 'detail', 'whenxe2x80xa6', 'httpstcooddoeui0ti']"
251,"['bcocksy81', 'way', 'hasnt', 'work', 'please', 'print', 'form', 'pdf', 'follow', 'thexe2x80xa6', 'httpstco4lwx20ftyi']"
252,"['bmattjmarsh', 'matthew', 'wait', 'did', 'send', 'secure', 'message', 'via', 'online', 'banking', 'team', 'woxe2x80xa6', 'httpstcouyn9obg5rc']"
253,"['bcocksy81', 'see', 'work', 'well', 'pick', 'soon', 'possible', 'kev']"
254,"['bmikiuk', 'michele', 'could', 'refund', 'credit', 'account', 'close', 'sent', 'card', 'yxe2x80xa6', 'httpstcoph6shd93d6']"
255,"['bkimmykimeleon', 'perfect', 'ive', 'respond', 'kev']"
256,"['bincrediblebraig', 'reply', 'issue', 'youve', 'online', 'this', 'message', 'gixe2x80xa6', 'httpstcoz9imgzm5ug']"
257,"['bcfeefc0', 'elle', 'wait', 'lot', 'busy', 'usual', 'can', 'ask', 'raise', 'case', 'witxe2x80xa6', 'httpstcoeyqdbcir5l']"
258,"['bmarinaatconduit', 'no', 'worry', 'marina', 'kristos']"
259,"['bjadeshort82', 'jade', 'we', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coroxe2x80xa6', 'httpstcoejmw95pudr']"
260,"['bmo_3009', 'mohammed', 'hope', 'youre', 'well', 'patience', 'difficult', 'reduced', 'staff', 'increasxe2x80xa6', 'httpstcoagbd4brpk1']"
261,"['bjmrodda', 'great', 'let', 'know', 'take', 'care', 'amiee']"
262,"['bjake7000', 'hey', 'jake', 'call', 'disconnect', 'long', 'time', 'hold', 'is', 'barcxe2x80xa6', 'httpstco2pbwmlmwpn']"
263,"['baliciagturrell', 'alicia', 'reset', 'detail', 'online', 'select', 'option', 'clear', 'yoxe2x80xa6', 'httpstcoa2xjnbaeqz']"
264,"['bbacardiboozer', 'katie', 'get', 'back', 'what', 'help', 'ill', 'see', 'hoxe2x80xa6', 'httpstcozcubsvtifr']"
265,"['blt_bowen', 'please', 'return', 'account', 'wait', 'speak', 'wixe2x80xa6', 'httpstcolcsfkmdj30']"
266,"['bmissshep1', 'sarah', 'thanks', 'get', 'touch', 'hope', 'youre', 'well', 'stay', 'safe', 'this', 'usual', 'callxe2x80xa6', 'httpstcop5u9udohcl']"
267,"['bswisstoniuk', 'would', 'imagine', 'would', 'place', 'next', 'month', 'youve', 'already', 'wait', 'time', 'the', 'teaxe2x80xa6', 'httpstco1xgtqijkjp']"
268,"['bweddingsinger76', 'hey', 'apology', 'wait', 'hope', 'youre', 'keep', 'well', 'have', 'able', 'get', 'throughxe2x80xa6', 'httpstcoeqtrlw4g56']"
269,"['b10dawson', 'hey', 'connor', 'apology', 'wait', 'hope', 'youre', 'keep', 'well', 'have', 'able', 'get', 'touch', 'withxe2x80xa6', 'httpstcoopxk5qckvk']"
270,"['bsharloney', 'sorry', 'cant', 'say', 'outcome', 'would', 'position', 'make', 'axe2x80xa6', 'httpstco0eq2soz2gi']"
271,"['bcoombem1978', 'okay', 'thanks', 'let', 'know', 'could', 'please', 'pop', 'full', 'name', 'postcode', 'sarah']"
272,"['babdelbigmac', 'apologise', 'line', 'cut', 'have', 'manage', 'speak', 'anyone', 'yet', 'wasxe2x80xa6', 'httpstcocduc9tvhpd']"
273,"['babdelbigmac', 'karen', 'team', 'extremely', 'busy', 'reduce', 'number', 'staff', 'customersxe2x80xa6', 'httpstco3u9rkrjm1h']"
274,"['bcolinmeredith52', 'colin', 'problem', 'cause', 'still', 'help', 'please', 'send', 'ill', 'haxe2x80xa6', 'httpstcoplfwur4mri']"
275,"['bdiverbjj', 'wait', 'long', 'time', 'phone', 'nhave', 'manage', 'speak', 'anyone', 'yet', 'ifxe2x80xa6', 'httpstco4oiucnquoj']"
276,"['bdiverbjj', 'extremely', 'busy', 'due', 'reduce', 'staff', 'customer', 'contact', 'nwere', 'everything', 'wxe2x80xa6', 'httpstcoe36mkfmym4']"
277,"['bif', 'refund', 'overpayment', 'leave', 'credit', 'barclaycard', 'request', 'transfer', 'ukxe2x80xa6', 'httpstcoampgtj7abi']"
278,"['bmikeyreynolds01', 'apologise', 'hang', 'have', 'manage', 'speak', 'anyone', 'yet', 'youxe2x80xa6', 'httpstco09lupjo4vw']"
279,"['bmikeyreynolds01', 'mike', 'team', 'extremely', 'busy', 'reduce', 'number', 'staff', 'customexe2x80xa6', 'httpstcoa2jcxjumia']"
280,"['bmrsfeblackmore', 'brilliant', 'let', 'know', 'take', 'care', 'amiee']"
281,"['bst03_steve', 'hey', 'steve', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'did', 'manage', 'get', 'txe2x80xa6', 'httpstco3r7tj1uzm8']"
282,"['bbiggsricola', 'hey', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'have', 'able', 'get', 'new', 'cardxe2x80xa6', 'httpstcoamky54gfws']"
283,"['bwrittenmirror', 'hey', 'jay', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'can', 'explain', 'message', 'morexe2x80xa6', 'httpstcoolzuufiujx']"
284,"['blobsta28', 'hey', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'did', 'manage', 'speak', 'team', 'ixe2x80xa6', 'httpstcoqcmghchcry']"
285,"['bnicolosoboco', 'hey', 'nick', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'we', 'see', 'happen', 'often', 'norxe2x80xa6', 'httpstcojtq7xb4gfz']"
286,"['bhinterneticus', 'see', 'also', 'send', 'get', 'back', 'nnchristie']"
287,"['bstacebull', 'hear', 'youve', 'able', 'get', 'anyone', 'still', 'stacey', 'pop', 'let', 'mexe2x80xa6', 'httpstcoiil4hhhwnx']"
288,"['biantildesley', 'ian', 'reply', 'the', 'team', 'really', 'busy', 'uncommon', 'momenxe2x80xa6', 'httpstcozkqxjvzrbs']"
289,"['bsanzidaa8', 'id', 'like', 'help', 'get', 'right', 'direction', 'is', 'payment', 'go', 'company', 'haxe2x80xa6', 'httpstcoivyzxvn2vz']"
290,"['brandomjill', 'hey', 'jill', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'did', 'apply', 'payment', 'holiday', 'atxe2x80xa6', 'httpstco3w8jpahwxc']"
291,"['bvin_mahi', 'vin', 'reply', 'wait', 'speak', 'phone', 'ive', 'respond', 'kev']"
292,"['bvin_mahi', 'hsbc', 'vin', 'reply', 'wait', 'speak', 'phonexe2x80xa6', 'httpstcojrbbfuw0d0']"
293,"['bmspill01', 'hey', 'marie', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'have', 'able', 'chat', 'teaxe2x80xa6', 'httpstcont45etbrvv']"
294,"['btracieb16960935', 'ah', 'right', 'log', 'nonreceipt', 'refund', 'to', 'save', 'wait', 'queue', 'phone', 'thisxe2x80xa6', 'httpstcofm1dsmrrv1']"
295,"['bjonathanpgoode', 'ah', 'glad', 'hear', 'give', 'shout', 'anything', 'else', 'stay', 'safe', 'take', 'care', 'cody']"
296,"['bmacgregordude', 'hey', 'chris', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'can', 'let', 'know', 'youve', 'beenxe2x80xa6', 'httpstcoocdktmi4u1']"
297,"['bbhavna68681162', 'hey', 'sefia', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'have', 'able', 'get', 'toucxe2x80xa6', 'httpstcoaomwa20mff']"
298,"['bjennyly1986', 'thats', 'fine', 'jenny', 'nnbrendan']"
299,"['brossmcg91', 'understand', 'bear', 'ross', 'let', 'know', 'questionsxe2x80xa6', 'httpstcolwmcpyn4v8']"
300,"['bcolloghi', 'hey', 'collogi', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'can', 'tell', 'exactly', 'happenxe2x80xa6', 'httpstco1elnbysnt8']"
301,"['bdavecarlbrown', 'youre', 'welcome', 'drop', 'message', 'anything', 'else', 'stay', 'safe', 'take', 'care', 'cody']"
302,"['bwdonna91', 'donna', 'sorry', 'able', 'afraid', 'there', 'way', 'pay', 'paxe2x80xa6', 'httpstcou7gw9rswam']"
303,"['ballypally83', 'alex', 'there', 'alternative', 'way', 'make', 'payment', 'send', 'straightxe2x80xa6', 'httpstcop9tcjgk5oo']"
304,"['bshellywilde', 'michael', 'oh', 'dear', 'hear', 'happen', 'has', 'wife', 'able', 'get', 'toxe2x80xa6', 'httpstcovysl1qz2tx']"
305,"['bstefj19871', 'sorry', 'understand', 'frustration', 'may', 'cause', 'due', 'pandemic', 'hxe2x80xa6', 'httpstco9pbfdsgha0']"
306,"['bshanstffrd', 'hey', 'shannon', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'sure', 'appreciate', 'weve', 'txe2x80xa6', 'httpstcotmfrc3uj56']"
307,"['bp_j106', 'pj', 'thanks', 'tweet', 'wait', 'reply', 'youre', 'trouble', 'get', 'touxe2x80xa6', 'httpstcov73ha9px9e']"
308,"['bplodhatter', 'manage', 'get', 'sort', 'please', 'pop', 'let', 'knowxe2x80xa6', 'httpstcotiqxjmaizk']"
309,"['bwarrenchurm', 'warren', 'great', 'youve', 'confirmation', 'application', 'nthe', 'team', 'work', 'hard', 'toxe2x80xa6', 'httpstco1pmrlzfhnm']"
310,"['bneilwilliams87', 'youll', 'see', 'option', 'credit', 'balance', 'refund', 'youll', 'select', 'request', 'rexe2x80xa6', 'httpstcol9xb1wq0xt']"
311,"['bneilwilliams87', 'hey', 'neil', 'long', 'wait', 'hope', 'youre', 'keep', 'well', 'theres', 'wait', 'queuxe2x80xa6', 'httpstcoqfzuksmhl0']"
312,"['bcliffcartwright', 'have', 'able', 'get', 'help', 'since', 'message', 'pop', 'hxe2x80xa6', 'httpstco0enfvfxb6l']"
313,"['bcliffcartwright', 'hey', 'cliff', 'reply', 'hope', 'youre', 'keep', 'well', 'we', 'few', 'colleague', 'txe2x80xa6', 'httpstcoqxo6035ih2']"
314,"['btt_ted', 'chris', 'thanks', 'tweet', 'wait', 'reply', 'can', 'explain', 'little', 'whatxe2x80xa6', 'httpstcofyysbklxl8']"
315,"['bjosh_nicholas92', 'joshua', 'sorry', 'get', 'back', 'looks', 'like', 'due', 'speak', 'someone', 'looxe2x80xa6', 'httpstcoivtqc2dff2']"
316,"['bstarmlh', 'let', 'know', 'pass', 'feedback', 'checked', 'stay', 'safe', 'brendan']"
317,"['bjeannesmith1', 'jeanne', 'so', 'wait', 'time', 'get', 'please', 'send', 'axe2x80xa6', 'httpstcobmstecreg2']"
318,"['bkevsilverfox', 'kevin', 'respond', 'brendan']"
319,"['bfor', 'detail', 'please', 'visit', 'httpstcozkp96ug6t3', 'httpstcoasvs1jydza']"
320,"['bpelster29', 'we', 'appreciate', 'may', 'frustrate', 'colleague', 'work', 'try', 'help', 'many', 'people', 'asxe2x80xa6', 'httpstcojwxrrzkqqh']"
321,"['bpelster29', 'to', 'help', 'support', 'urgent', 'wexe2x80x99d', 'ask', 'check', 'information', 'firstxe2x80xa6', 'httpstcov1q4r3lmhx']"
322,"['bpelster29', 'we', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronavirus', 'outbrexe2x80xa6', 'httpstcoaei4ryff7y']"
323,"['bbarberspole', 'glad', 'get', 'somewhere', 'aaron', 'so', 'inconvenience', 'nnbrendan']"
324,"['bjordsmithgtfc', 'jord', 'under', 'usual', 'circumstance', 'would', 'say', 'give', 'maximum', '10', 'day', 'case', 'delayxe2x80xa6', 'httpstcoas6dfsiixz']"
325,"['bjaysongurney', 'explain', 'ask', 'youre', 'able', 'log', 'online', 'banking', 'raisexe2x80xa6', 'httpstcotjbflz9poo']"
326,"['bbarnesy_1985', 'james', 'could', 'please', 'pop', 'let', 'know', 'reason', 'yourexe2x80xa6', 'httpstcowu4wugaokf']"
327,"['bkevshek', 'our', 'telephone', 'team', 'really', 'busy', 'theyre', 'work', 'hard', 'answer', 'ofxe2x80xa6', 'httpstcoghoxmsvccc']"
328,"['bcraighayes6', 'craig', 'sorry', 'get', 'back', 'itxe2x80x99s', 'take', 'lot', 'long', 'usual', 'get', 'baxe2x80xa6', 'httpstcoimanjrebtd']"
329,"['bkatenobl', 'we', 'certainly', 'look', 'help', 'change', 'direct', 'debit', 'date', 'kate', 'afraid', 'due', 'urgency', 'cxe2x80xa6', 'httpstco4bvsgliqj9']"
330,"['bkatweller', 'havenxe2x80x99t', 'heard', 'yet', 'payment', 'holiday', 'xe2x80x93', 'wexe2x80x99re', 'sorryxe2x80xa6', 'httpstcol3z9ngzpxt']"
331,"['bgator_ny', 'send', 'friend', 'barclays', 'us', 'message', 'member', 'txe2x80xa6', 'httpstcoehboo7d7li']"
332,"['bdaniilzaika', 'daniil', 'great', 'see', 'havent', 'able', 'get', 'touch', 'yet', 'send', 'frienxe2x80xa6', 'httpstcoe4sox6mhni']"
333,"['bricktris', 'richard', 'friends', 'barclays', 'usa', 'look', 'help', 'twitter', 'askbarclaysus', 'monxe2x80xa6', 'httpstcotnz3mi4xjh']"
334,"['bjayhaynay', 'this', 'usually', 'happen', 'sort', 'code', 'account', 'number', 'incorrect', 'also', 'happexe2x80xa6', 'httpstcohlrvwtmpyy']"
335,"['bcaitlinwrend', 'caitlin', 'call', 'team', '08001510900', 'currently', '8am', '8pm', 'get', 'withdraw', 'howevxe2x80xa6', 'httpstco4pbk5gxgue']"
336,"['bphilipdegg', 'philip', 'sorry', 'get', 'back', 'can', 'tell', 'little', 'yxe2x80xa6', 'httpstcoptr3pnyczo']"
337,"['brobjanuario', 'see', 'robert', 'could', 'please', 'pop', 'let', 'know', 'reason', 'youre', 'trxe2x80xa6', 'httpstco0m9ku2jsdy']"
338,"['btiffmalo', 'tiffany', 'its', 'great', 'see', 'havent', 'able', 'speak', 'someone', 'yetxe2x80xa6', 'httpstcoeefwihpvgq']"
339,"['bailuj_40', 'julia', 'its', 'great', 'see', 'happen', 'could', 'please', 'pop', 'toxe2x80xa6', 'httpstcojftsqmqrgv']"
340,"['balexszaborl', 'alex', 'would', 'call', 'the', 'line', 'busier', 'normal', 'due', 'covid', '19', 'the', 'number', '080xe2x80xa6', 'httpstco20iuwg3jja']"
341,"['bchefmomnurse', 'wait', 'ask', 'reason', 'call', 'number', 'youve', 'call', 'please', 'lisa']"
342,"['bjpjpjpjpjpjp94', 'ive', 'reply', 'previous', 'message', 'send', 'help', 'bit']"
343,"['bjpjpjpjpjpjp94', 'our', 'secure', 'message', 'team', 'work', 'hard', 'answer', 'custxe2x80xa6', 'httpstcombhryma71z']"
344,"['bmp81safc', 'hello', 'mark', 'please', 'fill', 'dispute', 'form', 'link', 'follow', 'step', 'get', 'back', 'uxe2x80xa6', 'httpstcojty6qdjc8w']"
345,"['bnotmewhome', 'our', 'team', 'work', 'hard', 'get', 'back', 'touch', 'customer', 'wxe2x80xa6', 'httpstcorpuiohwnyu']"
346,"['bjustinsleep', 'justin', 'late', 'reply', 'little', 'busy', 'right', 'know', 'message', 'sentxe2x80xa6', 'httpstcowf4exe5qzc']"
347,"['bjonnylilley', 'the', 'team', 'available', '8am', '8pm', 'please', 'appreciate', 'lot', 'staff', 'hexe2x80xa6', 'httpstcoqzelemn8iy']"
348,"['bblondesmithy86', 'late', 'reply', 'little', 'busy', 'right', 'a', 'refund', 'wouldnt', 'count', 'toxe2x80xa6', 'httpstco2cxcrvu3ly']"
349,"['bjonnylilley', 'the', 'staff', 'work', 'fast', 'help', 'manage', 'get', 'great', 'ifxe2x80xa6', 'httpstcospsteyfwde']"
350,"['bjonnylilley', 'jonathan', 'late', 'reply', 'wait', 'time', 'experience', 'our', 'team', 'centre', 'gxe2x80xa6', 'httpstcodz9kn0ivvl']"
351,"['brenepower', 'send', 'ixe2x80x99ll', 'see', 'andy', 'httpstcompqb4etryv']"
352,"['bsaunders5280', 'hello', 'john', 'barclaycard', 'still', 'show', 'app', 'ross']"
353,"['bkatiekinsxx', 'hello', 'katie', 'late', 'reply', 'the', 'refund', 'filter', 'new', 'card', 'ross']"
